"","Post_Text","Term","Post_Link","Village","TA","Date","Time_Hrs","Other Information"
"41","*2024 NkhotaKota Malawi Floods Relief Appeal*
Dear Folks,
Nkhotakota (KK) District in the Central Region of Malawi has been battered by heavy rains that caused flooding.
At least 6 People…
Read more here https://gofund.me/4d86b9ec
Forward this message to your contacts to help this campaign reach its goal!","flooding in nkhotakota","https://web.facebook.com/photo/?fbid=10228195090195850&set=a.3699031987777",NA,NA,2024-03-15,NA,"Relief"
"42","*MARY NAVICHA LERO ANAKAONA ANTHU OMWE AKHUZIDWA NDI NGOZI YA MADZI KU NKHOTAKOTA*
.
Mtsogoleri wa chipani cha Democratic Progressive Party - DPP ku nyumba ya malamulo, Mary Navicha lero ayendera misasa ya Katimbila ndi Senjere ya anthu omwe akusowa pokhala kaamba ka kusefukira kwa madzi m’boma la Nkhotakota.
Anthuwo kuphatikiza Ireen Kasiya wa ku camp ya Senjere ati adandaula ndi chithandizo chomwe akuchitcha kuti “chithandizo chochepa” chomwe akulandira kuchokera kuboma kuyambira pomwe ngoziyi idachitika.
Iwo ati mwachitsanzo, matumba 13 a chimanga ndi malata awiri a Usipa aperekedwa ku kampu ya Katimbila ya anthu opitilira 1000 omwe akhudzidwa ndi vutoli zomwe zidawapangitsa kugawana ufa wa chimanga mu kapu yophikira chakudya.
M'mawu ake, a Navicha adadzudzula boma kuti silinachitepo kanthu poyankha masokawo akudabwa chifukwa chake palibe nduna ya nduna yomwe idayendera anthu omwe adakhudzidwa mpaka pano.
""Ndipemphe boma kuti libwere mwachangu kudzapereka chithandizo kwa anthu omwe akhudzidwa kuno. Ino si nthawi yongonong'oneza m'maofesi pomwe anzathu akuno akuzunzika. Yakwana nthawi yoti tipeze utsogoleri pamagulu onse okhudzidwa. "", adatero.
(Pachithunzichi, Navicha akuthandizira kukonza chakudya ku kampu ya Katimbila)","kusefukira kwa madzi ku nkhotakota","https://web.facebook.com/groups/441737856322625?multi_permalinks=1812265435936520&hoisted_section_header_type=recently_seen","Dwangwa",NA,2024-03-01,"0.8",NA
"43","*MVULA YALEPHELESA A CHAKWERA KUKAONA ANTHU OMWE AKHUZIDWA NDI KUSEFUKIRA KWA MADZI BOMA LA NKHOTAKOTA*
Mtsogoleri wa dziko lino a Lazarus Chakwera walepheretsa ulendo wake oyendera anthu omwe akhudzika ndi vuto la kusefukira kwa madzi m'boma la Nkhotakota ati kaamba koti nyengo siili bwino m'bomali.
Mneneri wa khonsolo ya m'bomali, a Wongani Mkandawire watsimikiza za nkhaniyi ponena kuti m'mawa uno kuli nyengo ya mvula.
Malingana ndi a Mkandawire, a Chakwera amayembekezeka kufika m'bomali lero.
Mvulayi yayambiranso usiku wathawu ndipo pofika m'mawa uno nkuti itagwa yokwana 75.7mm ku chigawo cha za ulimi cha Nkhunga m'bomali.
A Mkandawire ati anthu awuzidwabe za tsiku lina lomwe a Chakwera adzayendere maanja omwe akhudzika ndi ngozi ya madziyi.
Madzi osefukirawa apha anthu anayi ndikukhudza anthu opitilira 11, 000, ndipo ena oposa 6, 000 akusowa pokhala.
*MALAWI NEWS FLASH*���","kusefukira kwa madzi ku nkhotakota","https://web.facebook.com/groups/1087311165730852?multi_permalinks=1092116675250301&hoisted_section_header_type=recently_seen","Dwangwa",NA,2024-03-05,"0.23402777777777778",NA
"44","*Manyumb ambiri amira boma la nkhotakota kamba ka madzi osefukira*
Umu ndi m’mene zilili ku dera la Dwangwa m'boma la Nkhotakota pamene madzi a mvula amiza nyumba zochuluka.
Izi zikutsatira mvula ya mphamvu imene yakhala ikugwa masiku awiri apitawa.
*MALAWI NEWS FLASH*���","Madzi osefukira ku dwangwa","https://web.facebook.com/groups/1087311165730852/permalink/1089237165538252/","Dwangwa",NA,2024-02-28,"0.59583333333333333",NA
"45","*NKHANI YA MADZI OSEFUKIRA KU DWANGWA* 
Ngati banja la BACOMA tili okhudzika ndi nkhani zomwe tikumva za madzi osefukira ku Dwangwa. 
Izi zakhudzanso manyumba opemphereramo a Baptist komanso mamembala anthu. 
Panopa ife ngati atsogoleri komanso ofesi yathu tikulumikizana ndi atsogoleri aku Dwangwa komanso a coordinator aku Central East kuti tidziwe mmene zinthu ziliri komanso tidziwe chiwerengero cha amene akhudzika. Madzi sanamphwere ndipo mvula ikutsikabe madera ena a Dwangwa. Koma kusefukira uku kwadza chifukwa cha mtsinje umene wadzadza kwambiri. 
Tiyeni tiwapempherere anzathu pamene tikupeza njira zoti tikawathandize nthawi ngati imeneyi. Ngati pali ena amene akudziwa zina komanso akufuna kuthandiza ndi chakudya ndi zipangizo zina tidziwitseni ndipo tiyamikira kwambiri ndikugwira ntchitoyi pamodzi. 
Matthew 25:35-37 
'For I was hungry and you gave me something to eat, I was thirsty and you gave me something to drink, I was a stranger and you invited me in, I needed clothes and you clothed me, I was sick and you looked after me, I was in prison and you came to visit me.'
Zikomo kwambiri
Ine Wa Ntchito Nzanu
*Dalitso Matekenya JR.*
*BACOMA PRESIDENT*","Madzi osefukira ku dwangwa","https://web.facebook.com/groups/975047696879238/permalink/1093243041726369","manyumba opemphereramo a Baptist",NA,2024-03-02,"0.85",NA
"46","10,529 people in camps following floods in Nkhotakota
Over 10,500 people are in 11 camps in Nkhotakota District after their homes were damaged due to floods.
Read more at: https://malawi24.com/.../10529-people-in-camps-following.../","flooding in nkhotakota, nkhotakota floods","https://web.facebook.com/photo/?fbid=819121756913420&set=pcb.819122070246722",NA,NA,2024-03-13,"0.52361111111111114",NA
"47","100  bibles to chiefs  and 2000 bags of maize  to 2000 households  affected  by floods👏
Today , Apostle Kawinga, who is also the owner of Creck Hardware visited Mtachi village,  T/A Mwadzama, Nkhotakota District where he made more donations 🤝","nkhotakota floods",NA,NA,NA,2024-03-05,"0.82152777777777775",NA
"48","28.02.2024 DWANGWA FLOODS. 
📸: Creative Image 
#flood #Nkhotakota #Malawi #malawinews #Africanews","flooding in Dwangwa",NA,NA,NA,2024-02-29,"0.78333333333333333",NA
"49","A sad tale of a family that was affected by floods in Nkhotakota, Dwangwa.  😢😢","flooding in Dwangwa, nkhotakota floods",NA,NA,NA,2024-03-09,"0.82847222222222228",NA
"50","A sad tale of a family that was affected by floods in Nkhotakota, Dwangwa. 😢😢","flooding in nkhotakota","https://web.facebook.com/MwizaMpandeOfficialPage/videos/968612161520064/",NA,NA,2024-03-09,"0.82847222222222228",NA
"51","ANTHU AKU DWANGWA ALIPA CHIOPSEZO NDI MADZI OSEFUKIRA
Anthu okhara mdera la Dwangwa alipa chiopsezo ndi madzi osefukira pamene mtsinje wa Dwangwa wadzadza pamene mvula ikupitilira kugwa padakali pano.
izi zikuika pa chiopsezo miyoyo ya anthu amene amakhara pakachilumba  mozungulira mtsinje pamene anthu oyendetsa ma bwato a fisheries  akukana kulowa ku malo kumene kuli anthu kamba ka muyezo wa madzi  ochuluka omwe uli mu mtsinje wa Dwangwa.","Madzi osefukira ku dwangwa, Madzi osefukira ku dwangwa","https://web.facebook.com/permalink.php?story_fbid=pfbid02bSLouWFxR5ENfRWykNDmYv3hfX8Xwk5Qk1oUHAeJw8kyZn1GjM6DAMBCwdr9QXgsl&id=100076182438178","Dwangwa",NA,2024-02-28,"0.87708333333333333",NA
"52","AUBREY TOPOLA DHE AÙTHØR
Abale ndi alongo anga okondedwa a m'chigawo chapakati, makamaka amene akukhala m'mphepete mwa nyanja ya Malawi monga Dwangwa, ndi mtima wokhuzka ukupita kwa inu panthawi yovutayi ya kusefukira kwa madzi chifukwa cha mvula yamphamvu. Ndine wokhudzidwa kwambiri ndi zovuta zomwe mukukumana nazo chifukwa cha zovuta za kusefukira kwa madzi. Kugwaa kwa nyumba, kutayika kwa zofunika pamoyo, ngakhalenso okondedwa anu , izi zikuyenera kukhala zodetsa nkhawa kwambiri, ndipo ndikufunakukulimbikisani 
PITILIZANI KUPILIRA 
Munthawi yamavuto, ndikofunikira kukumbukira kuti mphamvu ndi kulimba mtima zili mwa aliyense wa inu. Ngakhale kuti madzi osefukira amabwera ndi zovuta zambiri, ndikukhulupirira kuti mutha kuthana ndi zopingazi molimba mtima komanso motsimikiza. Ndipo Mulole kuti mupeze mphamvu zamkati kuti mupirire nthawi zoyesazi ndikutuluka mwamphamvu mbali inayo.
Kupereka Mapemphero ndi Chithandizo
Panthawi yamavuto, ndikofunikira kudalira chikhulupiriro ndikupeza chitonthozo m'pemphero. Ndikupereka mapemphero anga ochokera pansi pamtima kuti mutetezeke, mukhale ndi moyo wabwino, komanso kuti muchiritsidwe mwamsanga pambuyo pa kusefukira kwa madzi. Mutha kupeza chitonthozo podziwa kuti anthu ambiri padziko lonse lapansi akukusungani m'malingaliro awo ndikukutumizirani mphamvu zabwino.
Munthawi yamavuto ndi zovuta, kutembenukira ku malembo kungapereke chitonthozo ndi chitsogozo. Vesi limodzi limene lingapereke chitonthozo panthaŵi yovutayi ndi Yesaya 43:2:
“Pamene udzadutsa m’madzi, ndidzakhala ndi iwe; ndipo mukadzadutsa mitsinje, siidzakukokoloni. Poyenda pamoto, simudzatenthedwa; malawi amoto sadzakuyatsani.”
Mawu awa a m’Buku la Yesaya akukumbutseni kuti ngakhale m’kati mwa mayesero, kukhalapo kwa Mulungu kukuzungulirani, kukupatsani chitetezo ndi mphamvu pamene mukuyenda m’nthaŵi zovuta.
 Posiliza ,Kwa onse amene akhudzidwa ndi kusefukira kwa madzi m’chigawo chapakati m’mbali mwa nyanja ya nyanja ya Malawi monga Dwangwa, dziwani kuti si inu nokha amene mukukumana ndi mavutowa. Malingaliro anga ali ndi inu, ndipo ndikuyembekeza moona mtima chitetezo chanu, kuchira, ndi kubwezeretsedwanso kuchokera ku zovuta izi.","Madzi osefukira ku dwangwa, kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/aubreytopola33/posts/pfbid0mTLmL9zEcT1oMxWiJM3Esx14kGvc3YuPLZXi95vtmRVb98TkxvMLVMEWmhCYgu4Kl","Dwangwa",NA,2024-03-01,"0.21111111111111111",NA
"53","About 7,000 people displaced by floods in Nkhotakota
The Department of Disaster Management Affairs (DoDMA) says about 7,000  have been displaced by flash floods following heavy downpour in Nkhotakota  and Karonga Districts.
Read more at: https://malawi24.com/.../about-7000-people-displaced-by.../","flooding in nkhotakota, nkhotakota floods, flooding in nkhotakota","https://web.facebook.com/photo/?fbid=811654184326844&set=pcb.811651747660421",NA,NA,2024-02-29,"0.81944444444444442",NA
"54","Ace Jizzy and Bee Jay join hands with Kukaya Org to source funding for girls affected by the Nkhotakota flooding.
The hip hop duo are looking to donate sanitary products such as reusable pads among others, to be donated to over 5000 girls in the district.
👏🏾👏🏾👏🏾","nkhotakota floods",NA,NA,NA,2024-03-14,"0.47499999999999998",NA
"55","Achakwera akumana ndi anthu omwe anakhudzidwa ndi madzi osefukira ku Nkotakoka,atonthoza mabanja ofedwa,apempha thandizo la nsanga kwa anthuwa.
Mtsogoleri wadziko lino,Lazarus Chakwera wapepesa anthh omwe akhudzidwa ndi madzi osefukira m'boma la Nkhotakota ponena kuti boma lipanga chilichonse chotheka kuti anthuwa athandizidwe.
Anthu asanu ndi awiri ndiomwe amwalira ndikusefukira kwa madziku ndipo mazanamazana akusowa pokhala.","Madzi osefukira ku nkhotakota","https://web.facebook.com/groups/718955493005679?multi_permalinks=1010726927161866&hoisted_section_header_type=recently_seen","Nkhotakota",NA,2024-03-07,"0.75138888888888888",NA
"56","Ambuye zikomo.Tadzukanso ndi moyo lero. Pamene anzathu akuvutika ndi madzi osefukira ku dwangwa muwatetezere","Madzi osefukira ku dwangwa","https://web.facebook.com/groups/922883998191782/?hoisted_section_header_type=recently_seen&multi_permalinks=1899732360506936","Dwangwa",NA,2024-02-29,"0.21180555555555555",NA
"57","Amene mukufuna kuthandiza azathu omwe akhudzidwa ndi kusefukira kwa madzi ku Dwangwa, tikhoza kulumikizana","kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/ted.kukada.3/posts/pfbid093SFDjHPxid3UD3kBqejGyZ5qn93vcPfFR6ApbPpRNScaU786EhQw9B4nz76CveQl","Dwangwa",NA,2024-03-04,"0.64444444444444449",NA
"58","Anthu okhala mmadera a mchigawo cha pakati ndi kumpoto awalangiza kuti akhale atcheru potsatira chiopsezo chosefukira madzi chomwe chakula mzigawozi.
Apereka chenjezoli ndi akulu akulu a mu unduna wa za madzi  polingalira chiyembekezo chomwe chilipo kuti mitsinje yambiri mzigawozi ikhala ikudzadza kufikira pa 2 March.
Malingana ndi undunawu, kudzadza kwa mitsinjeyi kukutsatira mvula yomwe ikugwa mchigawo cha ku mpoto komanso madera omwe ali mbali mwa nyanja ya Malawi.  
Mwa mitsinje yomwe itha kusefukira kamba ka mvulayi ndi monga ya North Rukuru, South Rukuru, Hara, Nyungwe, Wovwe, Songwe, Kyungu, Lufilya, Limphasa, Nkhula, Lipimbi, Dwambazi, Dwangwa, Bua, Luweya, Linthipe, Chirua, Lingadzi, Kaombe, Lifidzi, komanso Nadzipuru.
Chomcho undunawu ukupempha anthu okhala mphepete mwa mitsinjeyi kuti akhale osamalitsa mu nyengoyi.","kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/chibvomelezifm/posts/pfbid0WpCChVYBURvkyVXfRRL2TbxM1sFWUk5QpzZF4FypJU9v3iBeDARzHY533iLp3GTl","North Rukuru, South Rukuru, Hara, Nyungwe, Wovwe, Songwe, Kyungu, Lufilya, Limphasa, Nkhula, Lipimbi, Dwambazi, Dwangwa, Bua, Luweya, Linthipe, Chirua, Lingadzi, Kaombe, Lifidzi, komanso Nadzipuru.",NA,2024-02-27,"0.8305555555555556",NA
"59","As floods devastate communities in Malawi, 281,980 women of reproductive age in Nkhotakota, Karonga, and Nkhata bay face unprecedented challenges. UNFPA Malawi is stepping in, providing dignity kits to restore their sense of dignity amidst the crisis. 
But we can't stop there. The kits are just an entry - opening doors to crucial conversations on protection and access to sexual and reproductive health services. Let's stand together to support the women and adolescent girls  in their time of need. #MalawiFloods  #reproductivehealth","flooding in nkhotakota, nkhotakota floods","https://web.facebook.com/photo/?fbid=812787527560683&set=a.471600205012752",NA,NA,2024-03-11,"0.8305555555555556",NA
"60","Asilikali apulumutsa nawo anthu ku Dwangwa
Asilikali a dziko lino atenga nawo gawo populumutsa anthu pafupipafupi 200 omwe akhudzidwa ndi madzi osefukira ku Dwangwa m’boma la Nkhotakota.
Werengani https:o-ant","Madzi osefukira ku dwangwa","https://web.facebook.com/permalink.php?story_fbid=pfbid0xRGhy4Anfk7aUuuZpibu1tMRcH2DUNbrZ7Mw51oVuVdAVSepMbFz4zH4cTCd69c5l&id=100064260034789","Dwangwa",NA,2024-02-29,"0.77986111111111112",NA
"61","Bambo wafa ndipo anthu 6,145 akusowa mtengo wogwira kamba kakusefukira kwa madzi m’boma la Nkhotakota
Munthu m’modzi wafa pamene ena 6,145 manja ali ku nkhongo pamene akusowa pokhala kutsatira kusefukira kwa madzi komwe kwa chitika ku Dwangwa m’boma la Nkhotakota.
Werengani nkhani yonse apa: https://malawi24.com/.../bambo-wafa-ndipo-anthu-6145.../","kusefukira kwa madzi ku Dwangwa, kusefukira kwa madzi ku Dwangwa, kusefukira kwa madzi ku nkhotakota","https://web.facebook.com/Malawi24/posts/pfbid0213BatCePsRqBDnHPVSBncMMuGjGzCseag9Y1PYtGdf7cHqZk6WEp28dH3WxG6AxXl","Dwangwa",NA,2024-02-29,"0.84930555555555554",NA
"62","CHAKWERA AKUTHANDIZA OMWE AKHUDZIDWA NDI KUSEFUKIRA KWA MADZI KU DWANGWA.
Boma la MCP ili pa ground kuthandiza anthu, kuwapatsaso Chakudya. Bwezi leni leni limaoneka nthawi ya mavuto ngati iyi 
Boma ndilomweri basi. 2025 sitikusintha.","kusefukira kwa madzi ku Dwangwa, kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/groups/429440945496281/posts/939373597836344/","Dwangwa",NA,2024-03-02,"0.81736111111111109",NA
"63","CHENJEZO LA CHIOPSEZO CHA KUSEFUKIRA KWA MADZI 
Unduna Woona za Madzi ndi Ukhondo wasindikiza chikalata chomwe chikufotokoza kuti kuyambira pa 7 mpaka pa 14 mwezi uno, madera a kumpoto komanso m’mbali mwa nyanja akhala akulandira mvula yamphamvu, zomwe zitha kudzetsa kusefukira kwa madzi.
Chikalatachi chati ina mwa mitsinje yomwe itha kusefukira chifukwa cha mvulayi ndi North Rukuru, South Rukuru, Hara, Nyungwe, Wovwe, Songwe, Kyungu, Lufila, Limphasa, Nkhula, Lipimbi, Dwambazi, Dwangwa, Bua, Luweya, Linthipe, Chirua, Lingadzi, Kaombe, Lifidzi komanso Nadzipuru.
Pachifukwachi, Nthambi Yoona za Ngozi Zogwa Mwadizidzi (DoDMA) ikuchenjeza anthu onse okhala m’maderawa kuti akhale tcheru, asanyozere chenjezoli komanso athawire msanga m’madera a kumtunda.
Nthambiyi ikupemphanso anthu a m’maderawa kuti akhale ndi chidwi chomvera, kuonera komanso kuwerenga zanyengo kuti adziwe mmene nyengo ikhalire m’dera lawo.
DoDMA ikulangizanso anthu a m’maderawa kuti apewe kuoloka mitsinje yosefukira komanso kuonetsetsa kuti ana saakusewera mmitsinje. 
...Thandizani kupulumutsa miyoyo ndi katundu potumiza uthengawu kwa anzanu ndi abale. 
Malawi Government 
Ministry of Natural Resources and Climate Change - Malawi 
Ministry of Local Government, Unity and Culture-Malawi 
Ministry Of Water and Sanitation - Malawi 
@followers 
@topfans 
Malawi News Agency 
Malawi Broadcasting Corporation 
Nation Publications Limited 
Zodiak Online 
Times 360 Malawi 
Mibawa TV 
Nkhotakota Radio Station 101.9FM 
Radio Lilanguka 107.6 FM 
Radio Maria Malawi 
Radio Alinafe Official  
Nkhotakota District Council 
Ndi udindo wa aliyense kuchepetsa chiopsezo cha ngozi zadzidzidzi. 
Zithunzizi zikuonetsa kuonongeka kwa nyumba kutsatira ngozi ya madzi osefukira ku Nkhotakota","Madzi osefukira ku dwangwa, kusefukira kwa madzi ku Dwangwa, kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/permalink.php?story_fbid=pfbid029MfzgMRbZw4MRwVgiDhx2jnuy29nyXZEkMyipy48hGpvCCQ4uMGMNpJ73Q2g2jHNl&id=100069433860045","North Rukuru, South Rukuru, Hara, Nyungwe, Wovwe, Songwe, Kyungu, Lufila, Limphasa, Nkhula, Lipimbi, Dwambazi, Dwangwa, Bua, Luweya, Linthipe, Chirua, Lingadzi, Kaombe, Lifidzi komanso Nadzipuru.",NA,2024-03-07,"0.38750000000000001",NA
"64","CRY MY BELOVED TOWN!
Motion and still pictures of Dwangwa Township's Flood aftermath!
The people here desperately needs our help and that of the international community!
Please!","flooding in Dwangwa",NA,NA,NA,2024-03-05,"0.59861111111111109",NA
"65","Chenjerani namondwe akhoza kubuka panyanja yamchere
Nthambi yoona zanyengo m'dziko muno yachenjeza kuti namondwe akhoza kubuka lamulungu lino panyanja yamchere pakati pa mayiko a Madagascar ndi Mozambique ndipo ali ndikuthekera kofalikira m'chigawo chakummwera kwa dziko lino.
Kudzera mukalata imene nthambiyi yatulutsa, iyo yatinso madera ambiri apitilira kulandira mvula yochuluka ndipo yalangiza anthu kuti apewe kuwoloka mitsinje yodzadza ndikukhala tcheru chifukwa madzi akhoza kusefukira madera ochuluka.
Izi zikudza pamene madzi osefukira asautsa anthu mmaboma a Nkhotakota ndi Karonga.
Mtsogoleri wa dziko lino Dr Lazarus Chakwera akuyembekezeka kuyendera ena mwa anthuwa ku Dwangwa m'boma la Nkhotakota.
#MBCOnlineServices","Madzi osefukira ku dwangwa, kusefukira kwa madzi ku Dwangwa","https://web.facebook.com/permalink.php?story_fbid=pfbid03L6KnqRBHhF3jrULfBD2jZ4tXHNRq9UP8TaztDvCEvPJzjYyLRvyyiCjcdieQFYal&id=100086274623500","Dwangwa",NA,2024-03-07,"0.625",NA
"66","Current situation in Dwangwa  
On going Floods 😭😭🙆🆘","flooding in Dwangwa",NA,NA,NA,2024-02-28,"0.6694444444444444",NA
"67","DWANGWA FLOODS UPDATE ‼️
Madzi aja apita koma mkulu uyu watsakamira kuseli kwa Banja La Mtsogolo clinic BLM.
MCP media team katengeni mzanu UKU.
Crocodile 🐊","dwangwa floods",NA,NA,NA,2024-03-02,"0.67291666666666672",NA
"68","DWANGWA FLOODS UPDATE ‼️
Mvula ikugwabe ndipo anthu ochuluka akusowa pokhala.
Adindo kapena ku boma pakadali pano palibe chomwe akuchitapo pa ngoziyi.
Anthu ena omwe tayankhula nawo ati choti adye palibe komanso zofunda ndi zovala zonse zapita ndi madzi.
Pakadali pano anthuwa ali pa sukulu ya Dwangwa Primary, Kanyenda primary ndi Nkhunga CDSS.
😭😭😭😭😭","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-29,"0.35555555555555557",NA
"69","DWANGWA FLOODS UPDATE ‼️
PRESIDENT ALEPHERA KUFIKA KU NKHOTAKOTA.
President Dr Lazarus McCarthy Chakwera walephera kupita kukaona anthu omwe akhuzidwa ndi kusefukira kwa madzi ku Dwangwa muboma la Nkhotakota kamba la mvula ya mphavu yomwe yakhala ikugwa kuchoka usiku mpaka pano.
Anthu anayi ndi omwe afa pa ngoziyi ndipo anthu okwana 11000 ndionwe akusowa pokhala.
Ambuye tichitireni chifundo 😭😭😭😭😭😭😭😭😭😭","kusefukira kwa madzi ku Dwangwa, kusefukira kwa madzi ku Dwangwa, dwangwa floods","https://web.facebook.com/permalink.php?story_fbid=pfbid07N8WaPTJdCVFoUjg9r6YAjTKw9XJ2H6gvin4txJb4ottg49sfWJhzQ2KDeUyA7Hvl&id=100064405313182","Dwangwa",NA,2024-03-04,"0.42708333333333331",NA
"70","DWANGWA FLOODS.
Pictures taken a day after the floods (29.02.2024)
📸: Creative Image","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-29,"0.79513888888888884",NA
"71","Dwangwa Academy Visit to Flood victims at Dwangwa Anglican Church","dwangwa floods, dwangwa floods",NA,NA,NA,2024-03-15,"0.52569444444444446",NA
"72","Dwangwa Floods
Mvula ikugwabe ma boat a fisheries  ma operator  akukana kulowa ku malo kamba ka muyezo wa madzi  omwe uli mu Dwangwa River so anthu omwe apangidwa trapped  mukachilumba it ,means  alibe no rescue kamba koti panopa mvula ikugwabe.","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.85972222222222228",NA
"73","Dwangwa Floods Mvula ikugwabe ma boat a fisheries  ma operator  akukana kulowa ku malo kamba ka muyezo wa madzi  omwe uli mu Dwangwa River so anthu omwe apangidwa trapped  mukachilumba it ,means  alibe no rescue kamba koti panopa mvula ikugwabe.","dwangwa floods",NA,NA,NA,2024-02-28,"0.85972222222222228",NA
"74","Dwangwa Floods on 28th February 2024.","flooding in Dwangwa, dwangwa floods, dwangwa floods",NA,NA,NA,2024-02-28,"0.71111111111111114",NA
"75","Dwangwa flash floods 😢😢😢","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-29,"0.90277777777777779",NA
"76","Dwangwa floods disaster","flooding in Dwangwa",NA,NA,NA,2024-02-29,"0.67638888888888893",NA
"77","Dwangwa has been flooded with water rains, let's remember them in Prayers.","dwangwa floods",NA,NA,NA,2024-02-28,"0.78402777777777777",NA
"78","Dwangwa in flood","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.97361111111111109",NA
"79","Dwangwa my home is flooding","flooding in Dwangwa",NA,NA,NA,2024-02-28,"0.65277777777777779",NA
"80","Dwangwa, Malawi... flooded.","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.70833333333333337",NA
"81","Flooding at Dwangwa, it is not safe place right now,,","flooding in Dwangwa",NA,NA,NA,2024-02-29,"0.70902777777777781",NA
"82","Floods hit Dwangwa","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.32500000000000001",NA
"83","Floods hit Nkhotakota and Karonga Floods which have occurred following heavy rains have damaged roads, bridges bridges and houses in Nkhotakota and Karonga. Read more at: https://malawi24.com/.../floods-hit-nkhotakota-and-karonga/","flooding in nkhotakota","https://web.facebook.com/photo/?fbid=811104594381803&set=pcb.811105134381749",NA,NA,2024-02-28,"0.86736111111111114",NA
"84","Floods in Dwangwa","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-29,"0.86527777777777781",NA
"85","Floods in Dwangwa Nkhotakota after heavy rains","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.81944444444444442",NA
"86","Floods in dwangwa and nkhotakota","flooding in Dwangwa, dwangwa floods",NA,NA,NA,2024-02-28,"0.8520833333333333",NA
"87","For the past 2 weeks, since the 28th of February when flash floods hit Nkhotakota Dwangwa, we Malawi-Hilfe Schwindegg e.V. have been very busy on the ground, helping victims get to safety and providing relief items.
The biggest highlight was when we took a boat to 2  isolated camps called chauma and kachere. No one has been able to reach victims on these sites because they have been cut off from main land and the only access would be through a 1hr boat ride or Illovo farms, but unfortunately the bridge on that side has also collapsed due to floods as you may see in the pictures. Many thanks to the team from National emergency medical team(N-EMT) WHO Malawi WaruAttah Chilongo and Dr L.Mapata who joined the trip and checked on sick victims.
These 2 camps collectively hold a population of over 900 victims and need relief support immediately. We were able to distribute 50 blankets, 40 bags of flour, 10 bales of soya pieces, cooking oil, soap, salt and nutritious peanut butter for the kids.
Reaching this date, we have reached out to 13 camps namely Dwambadzi, Kasitu, Ngala, Dema, Mtupi, Nkhunga, Kanyenda, Dwangwa Masijid, Matiki, Nyamvuwu, Chauma and Kachere. Holding a collective population of over 5000 victims.
In a space of 6 days we have distributed 140 bags of flour, 100 litres cooking oil, 533 blankets, 1550 cups, 700 plates, 200 buckets, 200kgs Salt, 95 kilos bonya, 200 buckets and 366 reusable sanitary pads. 
We are calling on different organisations and the government to come and provide support to the victims. More especially, tents, mosquito nets, blankets, chlorine, medical supplies, Sanitary pads, buckets, and food rations. I understand Department of Disaster Management Affairs Malawi Red Cross Society - MRCS DWANGWA ILLOVO SUGAR GROUP and many other organisations are already on the ground.
Above all, I would like to thank hon. Henry Chimunthu Banda for your rock solid support. You have been with us day and night, travelling to all the camps and providing support with your personal resources including crew, cars, fuel, food and relief items.
Thanks to Mala KayiraKondwanie ÐzekedèkéFai Malengah for driving several times between Lilongwe and Dwangwa to drop off items that we could not get from Dwangwa.
The work still continues!
#Malawihilfeschwindegg 
#AlifeSavedIsAlifeWorthCelebrating.
#CollectivePowerBuildsNations.
#ResilienceisButaProductOfCommonWill.","flooding in nkhotakota, flooding in Dwangwa, nkhotakota floods, dwangwa floods","https://web.facebook.com/photo/?fbid=3540320636219232&set=pcb.3540322092885753",NA,NA,2024-03-09,"0.38194444444444442",NA
"88","Founder and president of Salvation for all ministries international Apostle Clifford Kawinga who is also the owner of Creck hardware has reached out to residents of Mtachi village in the area of Traditional Authority Mwadzama in Nkhotakota district with 2,000 bags of maize, and  flour weighing 20 kgs.
The donation follows floods that affected most parts of the district which have left most people in dire need of basic needs.
Apostle Kawinga has also donated 100 bibles to chiefs to enhance their spiritual life.
The donation is valued at K60 Million.","flooding in nkhotakota, nkhotakota floods","https://web.facebook.com/photo/?fbid=993551198801739&set=pcb.993551442135048",NA,NA,2024-03-05,"0.87013888888888891",NA
"89","Freddy part 2
Current situation in dwangwa 
Floods all over
Ndipo sikuli bwino katundu WA anthu tikunena pano wapita wina wakagwera Ku nyanja
Check on your achibale , ngat mungathe nyamukani changu pompano mukawapulumutse sikuli bwino uku chili chonse chaima
Ma prophet ogawa gawa Aja atchukireposo tsopano 😔🙌","dwangwa floods",NA,NA,NA,2024-02-28,"0.63888888888888884",NA
